age,grade_level,sex,time_on_visuals,audio_replay_count,drag_and_drop_actions,puzzle_attempts,help_button_clicks,time_to_completion,preferred_instruction_type,task_skips,interaction_rate,learning_style
11,Junior Secondary School 1,Female,64.42940641,2,16,6,0,76.74138044,animation,0,40.02223778,Kinesthetic
9,Primary 5,Female,86.31659261,0,2,4,0,150.7706056,animation,1,23.57256946,Visual
6,Primary 1,Male,46.96159203,11,2,5,1,145.9879461,audio,0,22.76402471,Auditory
8,Primary 3,Female,75.75749352,1,2,1,0,124.6955754,text,0,23.73334088,Logical
11,Junior Secondary School 1,Female,62.81557073,3,9,4,0,169.9685729,animation,0,34.99333528,Kinesthetic
12,Junior Secondary School 3,Male,95.41132096,1,7,3,1,161.4493845,animation,0,27.09888601,Visual
8,Primary 4,Female,84.5928991,1,3,4,1,116.2147061,text,1,20.20961656,Visual
12,Junior Secondary School 3,Male,12.69012026,10,5,3,2,142.6475129,audio,0,25.81796817,Auditory
11,Junior Secondary School 2,Male,71.80396932,1,5,4,1,148.1727896,animation,0,33.81170782,Visual
12,Junior Secondary School 2,Male,51.69261917,1,2,2,0,149.3842091,text,0,20.72324476,Logical
11,Junior Secondary School 2,Male,34.08450015,8,2,3,1,150.583523,audio,0,23.60928938,Auditory
10,Junior Secondary School 1,Female,50.16311561,8,2,4,1,126.2325478,audio,1,22.8574746,Auditory
10,Junior Secondary School 1,Female,89.75586036,1,2,4,1,148.428764,animation,1,29.91489842,Visual
4,Nursery,Male,62.15492469,1,2,1,0,181.7745134,text,0,15.25401518,Logical
7,Primary 3,Female,58.30727203,1,10,5,0,74.96246127,animation,0,41.63858767,Kinesthetic
9,Primary 4,Female,61.16525543,0,1,1,0,162.0822764,text,0,16.4352641,Logical
10,Junior Secondary School 1,Male,60.61696771,0,9,6,0,77.97957733,animation,1,36.78052178,Kinesthetic
12,Junior Secondary School 2,Male,34.33231095,8,3,3,1,134.6128177,audio,0,22.59511396,Auditory
12,Junior Secondary School 3,Male,57.81616873,1,3,2,0,145.9997162,text,0,24.86310122,Logical
8,Primary 4,Female,42.97105249,0,4,6,1,137.2347618,animation,1,32.29131921,Kinesthetic
9,Primary 5,Male,68.67527647,2,11,7,1,131.6287498,animation,0,34.75675169,Kinesthetic
9,Primary 5,Male,46.938896,1,0,1,0,160.8769734,text,0,22.59970378,Logical
7,Primary 2,Male,36.4377848,4,2,5,1,171.2611552,audio,0,24.19909447,Auditory
8,Primary 4,Female,58.26819642,0,3,2,0,187.4612067,text,0,17.17677183,Logical
7,Primary 2,Female,89.22490235,0,4,4,0,143.5109072,animation,0,27.54095109,Visual
9,Primary 4,Female,84.83338278,1,5,3,0,163.47785,animation,0,33.81379518,Visual
12,Junior Secondary School 2,Male,81.5647823,1,1,4,1,157.8293624,animation,1,26.86878489,Visual
4,Nursery,Male,40.40510824,8,1,4,1,144.0702719,audio,0,21.717664,Auditory
12,Junior Secondary School 3,Female,99.51972533,0,3,2,0,117.43414,animation,1,34.52864312,Visual
11,Junior Secondary School 2,Female,48.5113553,4,9,5,0,145.4709524,animation,1,28.54225423,Kinesthetic
11,Junior Secondary School 1,Female,49.55740998,3,7,1,0,187.6009809,text,0,17.6219009,Logical
11,Junior Secondary School 1,Male,77.56784259,2,10,5,0,116.9012362,text,0,41.87460068,Kinesthetic
8,Primary 4,Female,49.36385808,1,6,2,0,192.7103697,text,0,24.23319399,Logical
11,Junior Secondary School 1,Female,36.04461079,7,1,5,2,177.6035392,audio,0,23.84706835,Auditory
12,Junior Secondary School 3,Male,53.42861872,0,5,2,0,163.0486876,text,0,23.25875722,Logical
11,Junior Secondary School 1,Female,68.04262324,0,3,2,0,179.3183584,text,1,39.0141886,Visual
5,Primary 1,Female,44.4132893,0,5,2,0,156.4349013,text,0,23.76542498,Logical
9,Primary 5,Female,72.46024386,0,2,3,1,159.6037749,animation,1,25.63761766,Visual
12,Junior Secondary School 2,Male,65.3552352,3,18,7,0,133.4150778,animation,0,41.35635062,Kinesthetic
10,Junior Secondary School 1,Female,73.09566549,0,3,4,1,148.3459438,text,1,30.8589127,Visual
5,Nursery,Female,74.70599111,6,8,7,0,131.1286904,text,0,33.9114377,Kinesthetic
8,Primary 4,Female,62.36116958,0,3,2,0,149.0837295,text,0,19.19612845,Logical
8,Primary 3,Male,76.17758717,1,7,4,0,158.5680077,animation,1,29.90125396,Visual
10,Primary 5,Male,87.66321016,1,3,1,0,159.1396443,text,0,23.13870813,Logical
12,Junior Secondary School 3,Male,114.8772707,1,2,4,0,150.2362788,animation,0,28.04037259,Visual
8,Primary 3,Male,72.20747349,0,4,1,0,167.7305011,text,0,22.07938259,Logical
12,Junior Secondary School 3,Female,52.22345551,4,4,5,1,160.0529533,audio,1,28.70687343,Auditory
10,Junior Secondary School 1,Female,78.43155299,0,1,4,1,153.1800731,animation,1,26.52684665,Visual
4,Nursery,Female,36.7636463,4,3,4,2,165.1961866,audio,1,28.67267975,Auditory
10,Primary 5,Male,50.9330422,3,12,7,0,126.5027653,text,1,39.92556307,Kinesthetic
5,Primary 1,Male,80.55759733,2,4,3,1,159.7531743,text,0,28.65528406,Visual
12,Junior Secondary School 3,Female,82.23433871,2,2,4,1,140.476577,animation,1,24.60464654,Visual
6,Primary 2,Male,52.89208506,1,1,1,0,205.1444197,text,0,20.34931438,Logical
5,Nursery,Male,81.97843742,2,4,2,1,173.580552,text,0,27.40077828,Visual
9,Primary 4,Female,100.7212634,1,8,3,0,142.530896,animation,1,30.68049936,Visual
10,Junior Secondary School 1,Male,52.59387341,1,4,1,0,154.5480268,text,0,21.88821848,Logical
11,Junior Secondary School 1,Female,34.1623567,4,7,7,0,129.283565,text,0,38.44519701,Kinesthetic
9,Primary 4,Male,87.04099479,1,5,2,1,175.8734589,text,1,33.06609544,Visual
5,Primary 1,Male,93.61887676,1,2,2,0,176.6296365,text,1,12.75978543,Visual
5,Nursery,Male,44.41495663,8,4,3,1,134.0328637,audio,0,35.40474229,Auditory
5,Primary 1,Male,50.46134309,2,4,1,0,131.2525197,text,0,17.07341418,Logical
5,Nursery,Female,32.86574496,2,6,7,1,153.8761687,animation,1,41.96475143,Kinesthetic
4,Nursery,Male,66.29654443,0,6,1,0,198.6414463,text,0,21.12747091,Logical
10,Primary 5,Male,81.16663446,0,2,4,0,105.9331342,animation,1,36.46292108,Visual
8,Primary 3,Male,53.31184305,0,4,1,0,251.6751041,text,0,21.17873972,Logical
9,Primary 5,Male,64.90662471,0,8,4,1,97.85268655,text,0,27.21367422,Kinesthetic
7,Primary 3,Female,81.86121631,0,12,6,0,123.1299754,text,1,36.37833586,Kinesthetic
10,Junior Secondary School 1,Female,68.9243098,0,2,2,0,204.991263,text,0,18.80473429,Logical
5,Primary 1,Female,73.5506279,0,2,1,0,170.1606113,text,0,21.57419268,Logical
9,Primary 5,Female,71.89911783,3,2,1,0,196.7069933,text,0,21.71948067,Logical
5,Nursery,Male,83.5738626,3,2,2,1,136.2291924,text,0,30.95085202,Visual
6,Primary 1,Female,51.33398257,1,7,4,0,107.8595095,text,0,42.16872237,Kinesthetic
11,Junior Secondary School 2,Female,38.02143571,3,0,5,1,145.899584,audio,1,30.19202724,Auditory
9,Primary 4,Male,62.72506262,1,10,7,1,96.68338645,text,0,40.93110482,Kinesthetic
11,Junior Secondary School 1,Male,58.39318268,1,4,1,0,178.9011746,text,0,22.74737041,Logical
6,Primary 2,Male,59.0378082,1,9,2,0,236.5560588,text,0,25.17542683,Logical
9,Primary 5,Male,51.84865364,4,7,6,1,131.0944421,animation,0,50.72104635,Kinesthetic
8,Primary 3,Female,58.91900025,3,2,4,1,168.3280129,audio,0,28.75279681,Auditory
7,Primary 3,Female,38.48726355,4,4,4,1,147.1621332,audio,1,28.4834207,Auditory
9,Primary 5,Female,45.93475381,3,15,5,1,122.5758505,animation,0,42.20180598,Kinesthetic
4,Nursery,Male,57.8350322,2,3,1,0,218.7949975,text,0,15.00179754,Logical
10,Junior Secondary School 1,Male,32.13006692,7,2,4,1,112.5315314,audio,1,26.38436668,Auditory
7,Primary 2,Male,50.97305958,1,8,4,0,131.4917891,animation,0,38.15313565,Kinesthetic
9,Primary 4,Female,46.27090703,7,3,3,2,110.4238843,audio,1,23.84225042,Auditory
6,Primary 1,Female,73.02138807,2,1,2,0,149.980639,animation,1,25.79744098,Visual
11,Junior Secondary School 2,Male,35.19808781,3,7,6,1,133.3219365,animation,0,45.06778489,Kinesthetic
12,Junior Secondary School 2,Male,40.78664661,1,13,5,1,172.093083,animation,0,44.87245194,Kinesthetic
9,Primary 4,Male,58.66688799,1,5,3,1,145.2793598,text,0,28.52489924,Visual
8,Primary 3,Male,77.744769,0,0,1,0,141.7588636,text,0,17.25502738,Logical
9,Primary 4,Female,43.49726764,6,1,4,2,218.8246949,audio,1,27.33220928,Auditory
6,Primary 2,Female,66.55590347,0,2,1,0,207.322623,text,0,23.4002192,Logical
6,Primary 2,Male,57.4689707,0,5,1,0,206.1425896,text,0,19.77721111,Logical
10,Junior Secondary School 1,Male,51.51857749,1,8,7,0,168.5437185,animation,1,36.04708761,Kinesthetic
4,Nursery,Male,51.48985631,0,7,2,0,175.2243273,text,0,21.47738279,Logical
12,Junior Secondary School 3,Male,51.4394179,9,1,3,1,184.8595778,audio,1,29.21543187,Auditory
7,Primary 3,Male,36.6988969,5,2,5,1,161.3092745,audio,0,23.95582822,Auditory
12,Junior Secondary School 3,Female,87.91989519,0,5,2,0,145.1368986,animation,0,30.93178097,Visual
12,Junior Secondary School 2,Female,41.71353588,3,3,3,1,186.7694523,audio,1,26.66931376,Auditory
4,Nursery,Male,61.48280372,2,6,6,0,82.3440543,text,0,37.40923856,Kinesthetic
6,Primary 1,Male,35.25741228,3,3,5,1,148.3400304,audio,0,23.45437469,Auditory
10,Primary 5,Female,49.52506946,4,0,4,1,163.6250092,audio,1,20.05775809,Auditory
10,Primary 5,Male,53.76551401,1,5,1,0,229.739868,text,0,17.94910653,Logical
12,Junior Secondary School 2,Male,32.35279937,1,7,6,1,134.1862653,text,0,43.18309927,Kinesthetic
12,Junior Secondary School 3,Male,87.82098674,0,3,4,0,145.6836176,animation,1,21.97162468,Visual
9,Primary 5,Male,47.1960567,8,1,4,1,198.2015546,audio,1,28.65255279,Auditory
6,Primary 2,Male,99.14602528,0,2,4,0,152.2804438,animation,0,26.04034217,Visual
12,Junior Secondary School 3,Female,31.54727993,3,1,4,2,210.4231039,audio,0,17.87676712,Auditory
11,Junior Secondary School 2,Male,38.19111291,9,0,4,2,153.3478546,audio,0,27.50385951,Auditory
9,Primary 5,Female,90.25210724,1,2,3,0,194.816479,animation,0,33.30676022,Visual
12,Junior Secondary School 3,Female,39.8800656,4,7,6,1,162.3074433,text,1,39.81468167,Kinesthetic
12,Junior Secondary School 3,Male,44.64338258,6,2,3,2,167.6642739,audio,1,31.98035683,Auditory
12,Junior Secondary School 3,Female,22.78010645,6,0,5,2,121.440456,audio,0,22.85168137,Auditory
10,Junior Secondary School 1,Female,82.52862315,3,4,2,0,162.9481937,text,0,18.82231512,Logical
5,Nursery,Male,65.65937463,0,4,1,0,180.5981995,text,0,22.4281383,Logical
8,Primary 4,Male,27.01567058,6,0,3,2,175.3733851,audio,1,22.14576048,Auditory
10,Primary 5,Female,54.23550889,0,7,1,0,220.3744413,text,0,17.81712899,Logical
10,Primary 5,Female,45.4916928,4,3,4,1,144.1089429,audio,0,27.77646247,Auditory
10,Junior Secondary School 1,Male,40.28068276,1,3,3,2,146.5661256,audio,0,26.47479203,Auditory
12,Junior Secondary School 3,Female,42.27181308,4,2,3,1,136.1152206,audio,0,22.96563302,Auditory
10,Primary 5,Male,82.71606679,2,6,3,1,162.0768808,animation,0,28.74512434,Visual
7,Primary 2,Female,28.3536408,3,2,3,1,226.5032325,audio,0,30.0062487,Auditory
8,Primary 4,Male,60.6666271,2,4,2,0,156.3452699,text,0,17.94765796,Logical
9,Primary 5,Female,54.0634391,1,4,2,0,206.672816,text,0,17.6086178,Logical
8,Primary 3,Female,51.59569912,5,7,4,0,124.3318147,animation,1,38.15011862,Kinesthetic
12,Junior Secondary School 2,Male,36.62736384,1,8,6,0,118.2433176,text,1,44.78105293,Kinesthetic
6,Primary 1,Male,42.86360739,6,2,5,1,232.6666218,audio,1,29.04080892,Auditory
7,Primary 2,Male,86.61260787,0,5,2,1,161.0503543,text,1,36.79446324,Visual
10,Junior Secondary School 1,Male,52.56180661,7,1,4,1,136.2365747,audio,0,25.41414326,Auditory
9,Primary 5,Male,55.16076757,0,15,6,1,127.9739363,animation,1,45.60786552,Kinesthetic
9,Primary 5,Male,19.29809914,1,15,6,1,125.6441924,animation,0,35.0591272,Kinesthetic
6,Primary 1,Female,57.62522663,1,4,1,0,166.9227975,text,0,14.2907264,Logical
9,Primary 5,Male,37.83620981,0,6,2,0,184.2493424,text,0,27.28135091,Logical
10,Junior Secondary School 1,Male,69.09830977,1,2,3,1,152.5498455,text,0,23.42787238,Visual
7,Primary 3,Male,98.41376326,1,1,3,1,133.9310488,animation,1,33.7528116,Visual
4,Nursery,Female,73.56201761,0,3,3,0,179.2588153,animation,0,25.20220761,Visual
8,Primary 3,Male,94.02083438,1,1,3,1,149.6366473,animation,0,35.18193617,Visual
12,Junior Secondary School 3,Male,75.67091108,2,2,3,0,171.9617282,animation,1,24.59122833,Visual
12,Junior Secondary School 3,Female,35.50662124,3,8,7,1,118.8825884,text,0,43.98296744,Kinesthetic
6,Primary 2,Female,52.14211127,1,7,2,0,178.23616,text,0,20.9635491,Logical
4,Nursery,Male,68.81913223,1,7,1,0,196.4049372,text,0,18.62826983,Logical
9,Primary 4,Female,77.38629411,1,11,4,1,82.73707998,text,1,41.34279535,Kinesthetic
9,Primary 4,Female,65.954377,0,1,1,0,187.6015118,text,0,18.02633412,Logical
9,Primary 4,Female,68.5531679,0,1,2,0,178.6367142,text,0,17.72861365,Logical
10,Primary 5,Male,47.32319262,2,11,7,0,142.0401918,text,0,41.81408678,Kinesthetic
10,Junior Secondary School 1,Male,34.97179918,8,0,5,2,159.4159663,audio,1,27.47068484,Auditory
6,Primary 1,Male,37.88178551,1,10,7,1,101.4990951,text,0,32.9812414,Kinesthetic
11,Junior Secondary School 1,Female,47.06228907,8,1,3,2,216.5980191,audio,1,28.81111603,Auditory
8,Primary 4,Male,34.80719328,5,2,3,2,149.0069552,audio,0,23.78907931,Auditory
4,Nursery,Male,39.88449703,2,1,3,1,134.4146183,audio,0,22.83008618,Auditory
12,Junior Secondary School 3,Female,61.75641601,0,6,2,0,154.7258467,text,0,26.02636171,Logical
5,Nursery,Male,63.47872924,0,4,2,0,187.9184413,text,0,22.48637419,Logical
11,Junior Secondary School 1,Female,41.2273736,8,5,4,1,138.5171558,audio,0,22.89995001,Auditory
6,Primary 2,Male,33.70749343,5,5,3,2,172.5431961,audio,0,23.85980974,Auditory
12,Junior Secondary School 3,Female,51.99971466,1,7,1,0,151.2809015,text,0,17.03107355,Logical
10,Junior Secondary School 1,Male,96.30592059,0,2,2,1,107.2899876,animation,0,42.38048612,Visual
7,Primary 3,Male,77.88338353,2,5,1,0,181.4919507,text,0,16.7538537,Logical
4,Nursery,Male,71.03764564,1,6,1,0,107.4099783,text,0,19.66949064,Logical
8,Primary 4,Female,59.99102854,6,2,5,2,89.29189912,audio,0,26.91086392,Auditory
7,Primary 3,Male,44.02555187,6,2,3,1,156.9943215,audio,0,19.62717515,Auditory
10,Junior Secondary School 1,Male,61.60768936,1,6,2,0,138.9627542,text,0,17.15480919,Logical
5,Nursery,Male,38.95601589,4,2,4,1,166.116501,audio,0,26.16254248,Auditory
12,Junior Secondary School 3,Female,72.95463822,1,1,3,1,153.8396948,animation,1,25.76306351,Visual
11,Junior Secondary School 1,Male,63.34868332,1,4,2,0,216.6956846,text,0,19.84032507,Logical
12,Junior Secondary School 3,Male,81.20343041,1,1,1,0,213.6703538,text,0,15.2363577,Logical
7,Primary 3,Female,27.24174105,2,10,7,1,136.4658177,animation,0,45.42273485,Kinesthetic
5,Nursery,Female,64.76125479,0,10,5,1,137.6473298,animation,0,42.01210016,Kinesthetic
6,Primary 2,Female,56.9167068,1,9,4,0,133.1253855,animation,0,34.82531848,Kinesthetic
8,Primary 3,Female,51.24311396,1,8,5,0,138.2095065,text,1,33.13312519,Kinesthetic
6,Primary 1,Female,41.28654144,2,10,6,0,105.9808777,text,1,41.68419474,Kinesthetic
6,Primary 1,Male,41.64256359,6,2,3,2,167.9627815,audio,0,27.18024141,Auditory
4,Nursery,Male,40.81656431,2,9,4,0,108.0750324,text,0,48.88730618,Kinesthetic
4,Nursery,Female,61.34814402,2,5,2,0,201.4684517,text,0,18.17576918,Logical
12,Junior Secondary School 2,Female,30.0617008,1,5,6,0,169.6433901,animation,1,39.42340456,Kinesthetic
7,Primary 2,Female,36.19460702,3,11,5,0,143.1008996,text,1,44.27832992,Kinesthetic
5,Nursery,Female,66.61590407,1,3,2,0,192.5056733,text,0,17.80732962,Logical
4,Nursery,Female,54.69332055,0,4,7,1,112.885503,text,1,41.29891214,Kinesthetic
8,Primary 4,Female,59.97876996,0,2,1,0,184.9178243,text,0,18.74036526,Logical
6,Primary 1,Male,48.95055427,5,14,4,0,84.89076548,animation,1,37.16410977,Kinesthetic
4,Nursery,Male,34.06136383,7,0,3,2,163.5173759,audio,0,27.5577901,Auditory
12,Junior Secondary School 3,Female,38.79512101,5,2,5,1,136.5932639,audio,1,22.78269685,Auditory
4,Nursery,Female,50.47211163,5,2,3,1,154.5641223,audio,1,33.17063105,Auditory
12,Junior Secondary School 3,Male,48.66662558,3,2,5,1,146.6277213,audio,0,26.41829141,Auditory
12,Junior Secondary School 3,Male,46.97986008,6,2,3,2,99.42844533,audio,1,22.29199809,Auditory
9,Primary 5,Female,96.19088873,1,8,2,1,150.7227695,text,0,36.03976738,Visual
10,Junior Secondary School 1,Female,45.41547737,4,3,4,2,128.3257397,audio,1,28.73909437,Auditory
11,Junior Secondary School 1,Female,50.91131984,1,8,4,1,121.05491,text,1,34.71508252,Kinesthetic
8,Primary 3,Male,43.00331453,0,12,7,0,133.1359044,animation,0,34.70528756,Kinesthetic
12,Junior Secondary School 3,Female,46.69497557,4,2,3,1,162.037913,audio,1,20.33167148,Auditory
11,Junior Secondary School 1,Male,54.21686957,0,1,1,0,167.2981104,text,0,15.76583724,Logical
5,Nursery,Male,98.58700024,1,4,4,1,173.2985447,animation,0,38.96532508,Visual
8,Primary 4,Male,77.53928874,1,2,2,1,134.1819374,animation,1,35.68478176,Visual
11,Junior Secondary School 2,Male,24.53648791,3,9,7,1,118.4213768,animation,1,34.26257012,Kinesthetic
11,Junior Secondary School 2,Female,75.77615371,0,9,4,0,149.3460473,text,1,33.09234684,Visual
12,Junior Secondary School 2,Female,92.05457314,1,9,2,1,158.0352969,text,1,31.44947793,Visual
5,Primary 1,Female,57.5036399,1,5,1,0,139.3210211,text,0,25.94851482,Logical
10,Junior Secondary School 1,Male,34.40479557,1,16,4,0,134.4296945,text,1,47.26767494,Kinesthetic
9,Primary 5,Female,58.2107375,4,6,1,0,137.4946587,text,0,23.37715918,Logical
6,Primary 2,Female,50.23263922,0,3,2,0,200.1851799,text,0,18.72955748,Logical
6,Primary 2,Male,53.77526259,1,6,6,1,133.1843114,text,0,49.06105418,Kinesthetic
12,Junior Secondary School 3,Male,99.55618674,0,3,3,1,159.6057783,animation,0,28.40636288,Visual
12,Junior Secondary School 2,Female,82.66978801,3,3,2,0,159.6300639,text,0,19.53332324,Visual
8,Primary 4,Male,99.36900824,1,3,3,0,151.1100595,animation,0,45.3415109,Visual
9,Primary 5,Female,85.72301385,2,2,3,0,118.132303,text,0,38.49061067,Visual
12,Junior Secondary School 3,Male,34.93585188,0,13,5,1,141.9498655,text,1,34.61813447,Kinesthetic
5,Primary 1,Female,43.75682033,3,12,4,1,110.8614414,animation,0,36.90873748,Kinesthetic
12,Junior Secondary School 3,Female,41.26479586,0,11,4,1,160.8026918,text,1,43.60178188,Kinesthetic
5,Primary 1,Male,53.01749589,3,15,4,0,136.0448875,text,0,34.67697043,Kinesthetic
7,Primary 2,Female,42.72715884,1,6,5,0,138.2714065,text,0,36.01744336,Kinesthetic
11,Junior Secondary School 2,Male,83.57664162,1,2,4,1,169.6348668,animation,1,27.89231513,Visual
11,Junior Secondary School 2,Female,29.86038374,1,7,5,0,119.9262231,text,1,27.95651066,Kinesthetic
7,Primary 2,Male,74.26636915,0,2,2,0,129.7341299,animation,1,35.17582727,Visual
12,Junior Secondary School 3,Male,79.56854495,1,3,2,1,137.7122667,animation,1,30.47206409,Visual
9,Primary 5,Male,95.49392079,1,1,2,1,160.0616448,animation,0,21.81488795,Visual
10,Primary 5,Male,44.6225922,7,4,4,1,208.7333384,audio,1,17.28273911,Auditory
12,Junior Secondary School 3,Female,54.6437967,2,4,2,0,188.5611632,text,0,15.87259159,Logical
12,Junior Secondary School 3,Male,72.05720821,0,3,1,0,217.765701,text,0,19.89950525,Logical
8,Primary 4,Female,86.01400429,1,2,4,0,122.7413359,text,1,29.985732,Visual
4,Nursery,Male,49.96583239,2,7,6,1,117.0313868,animation,1,40.23311099,Kinesthetic
9,Primary 5,Male,78.22253502,3,4,3,0,137.5152275,animation,1,31.59093432,Visual
10,Junior Secondary School 1,Female,75.34231056,1,11,5,0,133.0989602,animation,1,48.56393371,Kinesthetic
12,Junior Secondary School 3,Male,53.80285669,4,1,4,2,147.7717201,audio,0,29.64319593,Auditory
11,Junior Secondary School 1,Male,36.2085635,5,1,5,2,170.0989633,audio,0,20.86333038,Auditory
9,Primary 4,Female,22.73909301,2,6,5,0,106.8547437,animation,1,36.17511675,Kinesthetic
6,Primary 2,Female,64.51393616,0,7,1,0,221.9887853,text,0,24.26229914,Logical
12,Junior Secondary School 2,Male,32.74874646,5,4,5,2,124.6284432,audio,0,18.2285307,Auditory
12,Junior Secondary School 2,Female,44.54722528,1,4,5,1,91.45622613,animation,0,48.27549656,Kinesthetic
7,Primary 3,Male,42.76274593,5,13,4,0,133.9439723,text,1,28.67811161,Kinesthetic
5,Nursery,Female,82.57413378,1,1,2,0,126.7359543,animation,1,24.64892606,Visual
6,Primary 2,Male,84.3532595,4,10,2,0,148.2309251,animation,1,41.79792933,Visual
12,Junior Secondary School 2,Male,62.78968419,1,3,2,0,157.1136535,text,0,18.49808871,Logical
6,Primary 1,Male,70.77341037,2,6,1,0,136.8044397,text,0,19.85565837,Logical
10,Primary 5,Female,53.63061896,0,5,2,0,149.8984594,text,0,23.19877686,Logical
6,Primary 1,Male,72.2047918,0,2,2,0,144.0144883,animation,1,28.41947765,Visual
10,Junior Secondary School 1,Male,84.54710832,1,10,7,1,120.6235191,text,1,38.92620844,Kinesthetic
10,Junior Secondary School 1,Female,52.7788985,2,14,7,1,140.2771675,animation,0,28.57092019,Kinesthetic
10,Primary 5,Female,35.88911662,2,6,7,1,89.23201346,text,1,40.9721866,Kinesthetic
12,Junior Secondary School 3,Male,28.47710608,4,1,3,1,161.2925917,audio,1,25.83468145,Auditory
12,Junior Secondary School 3,Female,43.82988711,0,13,7,1,135.3932177,animation,0,38.27203271,Kinesthetic
4,Nursery,Female,69.02313344,1,8,1,0,122.4531873,text,0,20.98296136,Logical
7,Primary 2,Male,52.06009532,3,1,3,1,190.4209035,audio,0,24.40981827,Auditory
12,Junior Secondary School 3,Female,66.09229888,1,5,2,1,133.4528897,animation,1,30.2980806,Visual
10,Junior Secondary School 1,Male,37.55003378,6,0,3,1,157.5625612,audio,0,24.74490857,Auditory
10,Primary 5,Male,32.56929676,4,2,3,2,140.2484236,audio,1,26.7021816,Auditory
10,Junior Secondary School 1,Female,32.50042954,3,3,3,2,168.1028901,audio,1,27.45804785,Auditory
9,Primary 5,Male,72.0794557,0,6,1,0,185.0094462,text,0,19.42476276,Logical
5,Primary 1,Female,66.45147511,2,10,4,0,118.3939452,text,0,38.7813942,Kinesthetic
12,Junior Secondary School 3,Female,71.34714778,2,5,2,0,211.0060584,text,0,25.56029215,Logical
10,Junior Secondary School 1,Male,63.78742936,2,5,2,0,149.8271859,animation,1,29.39706743,Visual
11,Junior Secondary School 2,Female,72.10153714,3,3,2,0,211.6657482,text,0,23.36628684,Logical
6,Primary 1,Female,69.07362418,2,4,2,0,195.4933197,text,0,21.39736035,Logical
5,Primary 1,Male,52.14235964,3,8,6,1,126.7077781,animation,1,45.81845725,Kinesthetic
7,Primary 2,Male,51.83143274,4,0,4,1,114.4111866,audio,1,22.70799049,Auditory
10,Primary 5,Female,39.44772497,2,1,5,1,132.7945687,audio,0,25.49994372,Auditory
12,Junior Secondary School 2,Female,24.66097688,3,10,6,0,116.1019453,animation,0,40.73267683,Kinesthetic
12,Junior Secondary School 3,Female,54.09171198,4,0,5,1,219.4136853,audio,1,28.70745709,Auditory
8,Primary 4,Male,39.34985328,3,2,4,2,216.0484541,audio,0,20.96779537,Auditory
11,Junior Secondary School 2,Male,34.86427005,5,5,3,1,172.0896675,audio,1,23.83967328,Auditory
9,Primary 4,Female,77.42463219,0,2,1,0,197.9262087,text,0,18.05342563,Logical
5,Primary 1,Female,46.63145458,4,11,6,0,168.338317,animation,1,36.76098201,Kinesthetic
12,Junior Secondary School 2,Male,71.23195899,2,4,2,1,157.7399923,animation,0,38.49276888,Visual
5,Nursery,Female,91.45957084,0,3,3,1,112.5730274,animation,1,25.61229005,Visual
5,Primary 1,Female,78.51269341,1,4,2,1,151.6575464,animation,1,31.92867427,Visual
4,Nursery,Female,84.39485468,0,2,4,0,153.9201855,text,0,29.83741579,Visual
12,Junior Secondary School 3,Male,38.02320193,3,11,4,1,155.2435974,animation,1,47.10101214,Kinesthetic
8,Primary 4,Male,57.00500223,2,9,4,1,165.4487967,text,1,40.78960228,Kinesthetic
10,Primary 5,Female,39.14486964,1,1,3,1,109.7957513,audio,1,29.40787354,Auditory
12,Junior Secondary School 3,Female,92.6299819,2,3,3,0,157.2702899,text,0,29.97982965,Visual
7,Primary 3,Female,68.21895108,2,8,1,0,201.8579581,text,0,19.64037953,Logical
8,Primary 4,Female,77.06586781,6,12,4,0,116.6871788,text,0,36.94373393,Kinesthetic
10,Primary 5,Female,62.65951778,1,7,6,1,133.0822821,animation,1,31.23756327,Kinesthetic
6,Primary 1,Female,63.90398004,2,2,2,0,117.6908183,text,0,18.38516345,Logical
8,Primary 4,Male,72.49609838,3,1,4,1,153.2408674,text,0,28.97454084,Visual
10,Junior Secondary School 1,Female,73.07787963,0,6,2,0,173.7112426,text,0,17.57174436,Logical
12,Junior Secondary School 2,Female,33.51037639,11,3,4,2,173.0900895,audio,1,21.18106982,Auditory
12,Junior Secondary School 3,Female,62.63334389,2,2,1,0,236.850708,text,0,22.81982242,Logical
6,Primary 1,Female,78.82650836,1,2,2,1,165.8162717,animation,1,29.1702202,Visual
5,Primary 1,Female,75.07424706,1,4,2,1,125.7196754,text,1,24.96831909,Visual
5,Primary 1,Male,51.09588798,3,11,7,1,96.68632762,animation,0,43.10573672,Kinesthetic
9,Primary 5,Male,41.17488394,3,5,4,0,82.90954904,animation,0,48.31657491,Kinesthetic
11,Junior Secondary School 1,Female,57.865745,5,12,5,0,106.3793614,text,1,36.39959151,Kinesthetic
7,Primary 3,Female,105.12702,2,6,3,1,144.7862208,animation,0,16.85061308,Visual
11,Junior Secondary School 1,Female,75.20819685,0,3,1,0,166.7554531,text,0,20.99604643,Logical
4,Nursery,Male,33.59914698,3,11,7,0,117.0382228,text,0,31.37063412,Kinesthetic
12,Junior Secondary School 3,Female,78.51753221,1,2,4,1,122.4560151,animation,0,29.63197339,Visual
11,Junior Secondary School 2,Female,50.02797426,0,2,1,0,164.8450393,text,0,18.90895238,Logical
10,Primary 5,Male,54.85887549,5,1,5,2,158.9045886,audio,1,25.22821676,Auditory
